code;product;quantity;cost
BN.MAY-8930CR;MAYA См-ль для душа скрытого монтажа. хром BN.MAY-8930CR;1;54.96
BN.MAY-8930DO;MAYA См-ль для душа скрытого монтажа. золото BN.MAY-8930DO;1;98.77
BN.MAY-8938BR;MAYA См-ль для душа внешний бронза BN.MAY-8938BR;3;97.16
BN.MAY-8938CR;MAYA См-ль для душа внешний хром BN.MAY-8938CR;4;74.87
BN.MAY-8995BR;MAYA См-ль для кухни бронза BN.MAY-8995BR;10;188.77
BN.MAY-8995CR;MAYA См-ль для кухни хром BN.MAY-8995CR;10;144.96
BN.OL-8402KCR;OLYMPIA См-ль для ванны с гарнитуром хром BN.OL-8402KCR;2;411.14
BN.OL-8434KCR;OLYMPIA См-ль для раковины хром BN.OL-8434KCR;2;318.6
BN.OXF-19502BR;OXFORD ручка бронза BN.OXF-19502BR;4;33.45
BN.OXF-19611BR;OXFORD ручка бронза BN.OXF-19611BR;4;23.9
BN.OXF-6302BR;OXFORD См-ль для ванны монокоманд. (ручка белая) бронза BN.OXF-6302BR;2;283.56
BN.OXF-6302CR;OXFORD См-ль для ванны многокоманд. (ручка белая) хром BN.OXF-6302CR;7;218.23
BN.OXF-6302CRDO;OXFORD См-ль для ванны многокоманд. (ручка белая) хром/золото BN.OXF-6302CRDO;1;230.97
BN.OXF-6302DO;OXFORD См-ль для ванны многокоманд. (ручка белая) золото BN.OXF-6302DO;4;371.15
BN.OXF-6313BR;OXFORD См-ль для раковины монокоманд. змейка (ручка белая) бронза BN.OXF-6313BR;10;182.39
BN.OXF-6313CR;OXFORD См-ль для раковины монокоманд. змейка (ручка белая) хром BN.OXF-6313CR;10;140.18
BN.OXF-6313DO;OXFORD См-ль для раковины монокоманд. змейка (ручка белая) золото BN.OXF-6313DO;5;238.15
BN.OXF-6317CR;OXFORD См-ль для раковины высокий Хром BN.OXF-6317CR;10;169.65
BN.OXF-6317GO;OXFORD См-ль для раковины высокий Золото BN.OXF-6317GO;2;286.73
BN.OXF-6319BBICR;OXFORD См-ль для раковины монокоманд. (ручка белая) хром BN.OXF-6319BBICR;1;123.45
BN.OXF-6319BBIDO;OXFORD См-ль для раковины монокоманд. (ручка белая) золото BN.OXF-6319BBIDO;4;209.47
BN.OXF-6323BR;OXFORD См-ль для биде монокоманд. змейка (ручка белая) бронза BN.OXF-6323BR;5;178.41
BN.OXF-6323GO;OXFORD См-ль для биде змейка (ручка белая) золото BN.OXF-6323GO;2;232.58
BN.OXF-6323СR;OXFORD См-ль для биде монокоманд. змейка (ручка белая) хром BN.OXF-6323CR;2;137.0
BN.OXF-6325BR;OXFORD См-ль для биде монокоманд. (ручка белая) бронза BN.OXF-6325BR;1;163.28
BN.OXF-6330CR;OXFORD См-ль монокомандный скрытого монтажа BN.OXF-6330CR Chrome;7;54.96
BN.OXF-6330GO;OXFORD См-ль монокомандный скрытого монтажа BN.OXF-6330GO Gold;1;90.8
BN.OXF-6331BR;OXFORD См-ль скрытого монтажа 3 вых. BN.OXF-6331BR Бронза;4;228.58
BN.OXF-6331CR;OXFORD См-ль скрытого монтажа 3 вых. BN.OXF-6331CR Chrome;2;176.02
BN.OXF-6336BR;OXFORD См-ль для душа бронза BN.OXF-6336BR;4;129.03
BN.OXF-6336CDO;OXFORD Душевая стойка со смесителем Верхний+ручной душ Золото BN.OXF-6336C DO;2;771.8
BN.OXF-6336CR;OXFORD См-ль для душа хром BN.OXF-6336CR;4;99.55
BN.OXF-6337CCR;OXFORD Душевая стойка с термостатом Верхний+ручной душ BN.OXF-6337C CR;4;571.08
BN.OXF-6337CDO;OXFORD Душевая стойка с термостатом Верхний+ручной душ BN.OXF-6337C DO;1;918.39
BN.OXF-6337CR;OXFORD Термостат с выходом под душ. колонну BN.OXF-6337CR;1;191.16
BN.OXF-6372СR;OXFORD См-ль для ванны встройка (ручка белая) Хром BN.OXF-6372СR;1;154.84
BN.OXF-6382BR;OXFORD См-ль кухонный, бронза BN.OXF-6382BR;5;158.49
BN.OXF-6382CR;OXFORD См-ль кухонный, хром BN.OXF-6382CR;6;121.87
BN.OXF-6388BR;OXFORD См-ль кухонный, бронза BN.OXF-6388BR;4;254.07
BN.OXF-6388CR;OXFORD См-ль кухонный, хром BN.OXF-6388CR;4;195.13
BN.PBOX-9402CR;P-Box См-ль для ванны внешн. хром BN.PBOX-9402CR;4;0
BN.PRC-802BR;PRINCENTON См-ль для ванны внешн. бронза BN.PRC-802BR;8;270.01
BN.PRC-802CR;PRINCENTON См-ль для ванны внешн. хром BN.PRC-802CR;10;207.87
BN.PRC-834BR;PRINCENTON См-ль для раковины бронза BN.PRC-834BR;9;172.84
BN.PRC-834CR;PRINCENTON См-ль для раковины хром BN.PRC-834CR;10;133.81
BN.PRC-844BR;PRINCENTON См-ль для биде бронза BN.PRC-844BR;3;172.84
BN.PRC-844CR;PRINCENTON См-ль для биде хром BN.PRC-844CR;3;133.81
BN.REV-434BR;REVIVAL См-ль для раковины с д/к бронза BN.REV-434BR;1;167.26
BN.RIC-19380DO;BN.ACC-19380GO Гигиенический набор для биде лейка+шлаг+держатель золото;3;111.51
BU0000AA90XX;BU0000AA90XX картридж OXBN6382;1;0
11001CS;LT Tiffany CR 11001CS для раковины;9;116.21
11001CSOR;LT Tiffany OR 11001CS для раковины, золото;1;232.43
11011CS;LT Tiffany CR 11011CS для биде;2;116.21
11011CSOR;LT Tiffany OR 11011CS для биде, золото;1;232.43
11020;LT Tiffany CR 11020 для ванны, с душевым набором;7;150.74
11020OR;LT Tiffany OR 11020 для ванны, с душевым гарнитуром, золото;1;301.49
21050CR;LT GIRO CR 21050 для душа, встроенный, d=17см;10;44.9
22001CSBR;LT Nobel BR 22001CS для раковины (броназа);10;164.09
22001CSCR;LT Nobel CR 22001CS для раковины (хром);5;115.79
22011CSBR;LT Nobel BR 22011CS для биде (бронза);10;164.09
22011CSCR;LT Nobel CR 22011CS для биде (хром);2;115.79
22020;LT Nobel CR 22020 для ванны с душевым комплектом (хром);5;150.19
22020BR;LT Nobel BR 22020 для ванны с душевым комплектом (бронза);6;222.97
22020S;LT Nobel CR 22020S для ванны, без душ.компл (хром);2;102.55
22060BR;LT Nobel BR 22060 для душа;2;221.85
25019/150;LT Victoria CR 25019/150 для ванны, с душ. гарн;5;333.76
25501;LT Victoria CR 25501 для раковины, высокий;8;162.17
25601;LT Victoria CR 25601 для раковины, низкий;1;155.89
25611;LT Victoria CR 25611 для биде;3;155.89
25611BR;LT Victoria BR 25611 для биде;1;233.2
7796CR;7796CR отражатель;3;0
SALILEOCOMPL;LT Nobel BR Душевая стойка (60см), бронза;4;199.16
104-003-009;104-003-009 Сидение с крышкой, микролифт Vitra D-Light(отдельно не продаем!);7;4090.0
110-003-019;Универсальное тонкое сиденье MODEL 2 - круглое (не продаем отдельно!);10;5090.0
4305B003-0850;Vitra Form 500 Унитаз подвесной + бидетка (крышка 97-003-009 отдельно);3;11106.0
4305B003-6067;4305B003-6067 Form 500 Комплект подвесного унитаза с сиденьем микролифт;2;0
4421B003-0016;Geo раковина, 38 см, цв.белый;3;13250.0
4423B003-0016;Раковина 60 см Vitra Geo 4423B003-0016;4;17330.0
5318B003-0075;S50 унитаз подвесной.,цв.белый;1;7040.0
5465B003-0001;S20 раковина накладн.прямоуг. 55см.;2;6930.0
5467B003-0001;S20 раковина накладн.кругл. 50см.;8;5690.0
5468B003-0001;S20 раковина накладн.кругл. 55см.;5;6290.0
5502B003-0001;S20 раковина 55см, цв.белый;1;4290.0
5512B003-0096;S20 унитаз напольн.,цв.белый;1;9347.0
5795B003-0075;Zentrum Rime-Ex подвесной унитаз;6;8770.0
5910B003-1086;Унитаз подвесной с ёмкостью для чистящей жидкости Vitra D-Light 5910B003-1086;1;11490.0
5911B003-1086;Подвесной безободковый унитаз D-Light с бачком для чистящей жидкости VitrA fresh;6;14590.0
5915B003-0075;D-Light Rim-ex унитаз напольный(OB);1;12499.0
6069B003-0012;6069B003-0012 Раковина 52 см встр. снизу Vitra Arkitekt;5;2580.0
6823B003-0110;Grand бачок, цв.белый;1;3041.0
6855B003-0101;Normus унитаз подв., цв.бел.;8;3970.0
740-0280;740-0280 НАКЛАДНАЯ ПАНЕЛЬ VITRA (глянцевый хром);1;0
77-003-009;S20 сид/унит.,дюропл.,микролифт, съемн.(не продаем отдельно!);6;4090.0
7740B003-0075;S50 подвесной унитаз, with Rim-ex;1;10090.0
7741B003-0075;S20 подвесной унитаз, with Rim-ex;10;8150.0
800-003-001;Сиденье для унитаза стандартное(отдельно не продаем!);6;2030.0
800-003-009;Сиденье для унитаза с микролифтом(отдельно не продаем!);8;3050.0
801-003-009;801-003-009 Сидение с крышкой, микролифт Vitra S50(не продаем отдельно!);9;3890.0
9005B003-7211;Arkitekt унит.подв.+инстал.+кн.гл.хром;4;16220.0
9012B003-7201;Zentrum унит.60см(BTW)+бачок+сиденье;5;13250.0
9012B003-7202;Zentrum унитаз Pan-Cistern Set-белый;3;14290.0
9012B003-7203;Zentrum унитаз Pan-Cistern Set-белый;1;11720.0
9012B003-7204;Zentrum Компакт Vitra 9012B003-7204, сиденье микролифт, арм. Geberit;5;12750.0
9012B003-7206;Concealed Cistern+Zentrum подвесной Pack;4;20300.0
9600B003-7650;Normus раковина с пьедесталом, цв.белый;10;3090.0
9602B003-7650;Form 300 раковина с пьедесталом,цв.белый;9;4590.0
97-003-009;Сидение с крышкой Vitra Form 500 97-003-009(отдельно не продаем!);8;4058.0
9722B003-7205;Serenada унитаз+Geberit+сид.м/лифт+бидет;1;27990.0
9729B003-7200;Form300 унитаз+бачок+сид.(микролифт);5;12230.0
9754B003-7200;Унитаз угловой с бачком и сидением Vitra Arkitekt 9754B003-7200;6;10190.0
9754B003-7201;Унитаз напольный Vitra Arkitekt (9754B003-7201) угловой с крышкой-сиденьем микролифт;1;11210.0
9763B003-0567;Grand компл.унитаз+армат.+дюропл.сид.;8;7130.0
9763B003-1206;Grand компл.унитаз +арм.+дюр.сиденье +ф.биде 9763B003-1206;4;7490.0
9773B003-7200;Normus унит.подв.+инстал.+кн.гл.хром;6;15200.0
9797B003-7204;S50 безободковый унитаз Open-back с сиденьем микролифт, механизм Geberit;3;17330.0
9798B003-7201;S50 унит.60см(BTW)+Geberit+сид.м/лифт.;2;16290.0
9800B003-7204;S20 Компл.унитаз+армат.+дюр.сид/м.лифт;6;14790.0
9800B003-7205;V 9800B003-7205 S20 Компакт c бидеткой + арматура + сиденье дюропласт, микролифт;8;15090.0
9816B003-7201;Унитаз-компакт Vitra Diana 9816B003-7201 комплект с сиденьем микролифт;2;13870.0
A40953EXP;Смеситель для ванны/душа Vitrа Dynamic S A40953EXP;1;4300.0
A41994EXP;A41994EXP Cмеситель Minimax S для ванны Vitra Minimax;7;4590.0
A42300EXP;A42300EXP Смеситель для раковины Vitra Nest Trendy;4;7100.0
A42301EXP;A42301EXP Смеситель для раковины-чаши Vitra Nest Trendy;4;9250.0
A42321EXP;A42321EXP Смеситель для раковины Vitra X-Line;1;4750.0
A42324EXP;A42324EXP Смеситель для ванны/душа Vitra X-Line;1;7380.0
A45123EXP;A45123EXP Сифон для раковины (металлический) Vitra;1;3255.0
A45148;Донный кл.д/раков.б/перел.(не наж.);1;1526.0
A45149;A45149 Донный клапан Vitra;4;1658.0
A45534EXP;A45534EXP Гигиенический душ Vitra;4;1850.0
A49152EXP;Комплект для ванной VitrA Dynamic S A49152EXP;4;10490.0
A49153EXP;Vitra A49153EXP Minimax S Набор 3 в 1 для ванны;1;11050.0
16702280000;16.702.28..0000 Панель управления S702 2-х режим. смыва (пластик) мат.хром;1;2640.0
16702810000;16.702.81..0000 Панель управления S702 2-х режим. смыва (пластик);1;2700.0
16721880000;16.721.88..0000 Панель управления SG706 2-х режим. смыва (пластик) Цвет: рамка-полир. сталь золто;1;22000.0
16726010000;16726010000 Панель управления SK706 2-х режим. смыв, рамка-полир.сталь/клавиши-белый;1;4500.0
16736000016;16736000016 Панель управления HELA 2-х режим. смыв, пластик, рамка-черный/клавиша-хром;1;3800.0
1725700T000;17.257.00..T0000 Кронштейны для стенового крепления (2шт);5;420.0
60006000099;60.006.00..0099 Решетка для мойки SANIT multiset;1;1500.0
90.721.00..0000;90.721.00..0000 Инсталяция д/унитаза (рама 1120/525мм без кнопки+кронштейны);1;11800.0
90724000000;90.724.00..0000 Инсталяция д/унитаза (без кнопки);4;13950.0
0201019;Выпуск д/раковины, 1 1/4, пластик, с решеткой из нерж. D63 и пробкой, на цепочке L260;7;325.0
0201279;0201279 Сливной патрубок для сифона с фланцем D32мм (пластик-хром);7;468.0
0201284;Сифон д/умывальника NICOLL, пластик, 1 1/4*32 EASYPHON, BM21S;10;195.0
0201285;0201285 Сифон д/умывальника пластик 1 1/4*40;4;195.0
0201302;Сифон д/умывальника с отводом д/стир. машины, пластик, 1 1/4*32 EASYPHON, BM19;5;260.0
0201303;0201303 Сифон д/умыв с отводом для с/м 1 1/4*40;10;260.0
0202123;0202123 Сифон для умывальника BM 217 c пробкой;6;416.0
0203560;0203560 Слив-перелив д/ванны 1000мм пластик,, прбка и перелив латунь;7;3380.0
0203566;0203566 Слив-перелив д/ванны 650мм пластик,, прбка латунь;2;2340.0
0203613;0203613 Слив-перелив д/ванны 650мм пластик,полуавтомат, прбка и перелив латунь;1;3120.0
0203614;0203614 Слив-перелив д/ванны 1000мм пластик,полуавтомат, прбка и перелив латунь;4;3510.0
0204122;0204122 Выпуск д/мойки, 1 1/2, пластик, со съёмной сеткой;7;468.0
0204123;0204123 Выпуск д/мойки, 1 1/2, с переливом пластик, со съёмной сеткой;10;767.0
0205001;Сифон д/душ. поддона универсальный D60 пластик, крышка нерж., слив D40, 580;6;364.0
0205070;Сифон д/душ. поддона универсальный D90 пластик, крышка хром пластик, слив D40, 690;1;820.0
0205075;Сифон д/душ. поддона универсальный D90 пластик, крышка нерж., слив D40, 695;10;663.0
0205246;0205246 Сифон д/душ. поддона TURBOFLOW 54л/мин D50 пластик, крышка ABS хром, слив 40мм, TB50;7;845.0
0206001;Гибкий шланг D32, пластик, длина 650мм., штуцер и гайка D32, 6001;2;165.0
0206002;Гибкий шланг D40, пластик, длина 650мм., штуцер и гайка D40, 6002;10;165.0
0206064;Гибкий шланг D32, пластик, длина 900мм., штуцер и гайка D32/50, 6001K*Nicoll;9;200.0
0206065;Гибкий шланг D40, пластик, длина 900мм., штуцер и гайка D40/50, 6002K*Nicoll;10;226.0
0501141;0501141 Сифон д/умывальника квадратный с патрубком (латунь);3;3380.0
0701052;0701052 Поплавковый клапан д/слива бачка унитаза, пластик, нижн. подвод 3/8 штуцер латунь;1;1014.0
0702098;Сливной клапан д/бачка унит., 3/6л. пластик,;4;1235.0
0702116;0702116 Слив, клапан д/бачка унит. 3/6л. пластик, универсал отв. в крышке 6-50мм.;5;2210.0
0702125;Сливной клапан д/бачка унит., 3/6л. пластик, бесшумный, (пакет), 3V31S;5;1430.0
003;KR Лейка для биде, хром;10;12.5
004;KR Лейка для биде, бронза;10;18.5
1210A000;A000 1210 тюльпан Planet;3;14.33
1549263;ECTOC Hansa HB 1549263c умыв.;10;12.95
1903F060OBR;1903 Old Bronze F060 тюльпан Retro;10;20.99
3704F060;3704 Old Bronze F060 ванна Retro;10;20.0
511-27;F 511-27 ванна Young;1;9.68
521-27;F 521-27 тюльпан Young;1;6.45
619118;Hansa HB 619118c ВАННА-2018;5;17.2
9117A0R52;A0R52 9117 кухня Young;4;7.75
A0R521207;Milan 1207 А0R52 Тюльпан Young SATIN;2;11.17
A186OB 1-1/4;Сифон для раковины Wela бронза A186OB 1-1/4;10;22.3
BETA610624;Сушка ВЕТА 610 624.С 400х600;10;45.99
BETA610824;Сушка ВЕТА (Rotary) 610 824.С 400х600 поворотный;10;45.88
BRSKWM1;McAlp Проставка с 2-мя отводами BRSKWM1;10;1.26
CH3009;A000 3009 ванна встроенная Planet;1;23.0
DS2201;Лейка DS 2201;1;3.33
FX6110Q;Сифон FX-6110 Квадратный, большой;1;29.33
FX6402Nik;Сифон FX-6402 Normal-Nickel;10;21.59
FXK02CR;Wela Слив перелив для ванны - FXK02CR;10;40.55
HBTO106C;Сушка _HB- TO_106-C 770x500 (0012);10;101.43
HBTO306C;Сушка _HB- TO_306-C 770x500 (0014);10;101.66
HBTO906C;Сушка _HB- TO_906-C 800x500;10;131.81
NO26-8-1;A0150 9110 кухня (SPH);10;17.5
NO26-8-2;A000 9110 кухня Planet Old bronze;10;17.5
NO26-8-5;A000 9110 кухня Planet SATIN;10;20.9
TR40;Сушка TR-40 610 124.C 450x425;1;39.99
TRS60;Сушка TRS- 60 (HB-R61) поворотная;10;77.89
V34L;McAlp Проставка 5/4 д/стир.маш. V34L Прямая;10;1.3
WL001;Wela Набор для биде, хром WL001;10;14.9
WL002;Wela Набор для биде, бронза, латунь WL002;10;22.0
WL005;Сифон для раковины Wela WL005 хром круглый;10;18.3
ТЕЕ5/4В1;McAlp Проставка 5/4 д/стир.маш. ТЕЕ 5/4В1;10;0.93
111.153.00.1;111.153.00.1 Инсталляция для унитаза Geberit Duofix;1;0
115.125.11.1;115.125.11.1 Накладная панель Geberit Delta;1;0
115.125.21.1;Смывная клавиша Geberit (Геберит) Delta21 хром;1;0
115888111;115. 888. 11.1 Кнопка TwinLINE белая широкая;10;17.07
150.017.00.1;150.017.00.1 Слив-перелив для ванны Geberit;1;0
150525211;150.525.21.1 Сифон-слив для ванны удлинненый;1;0
ACC11;CLD-11 Полочка сетчатая двойная с высоким бортиком 320х245х135 мм;10;32.22
ACC2051;Aсс 2_ 2051 Держ. ТБ;1;11.98
ACC2054;Aсс 2_ 2054 Крючок;4;7.55
ACC2057;Aсс 2_ 2057 Ершик;1;15.24
ACC2058;Aсс 2_ 2058 Держ. СТАКАНА;1;8.37
ACC3156;Aсс3_ 3156 Мыльница;1;10.63
ACC3858;Aсс 3_ 3858 Держ. СТАКАНА;1;6.93
ACC45;CLD-45 Поручень для ванной 420 мм;10;17.55
ACC46;CLD-46 Поручень для ванной 420 мм, с мыльницей;9;23.04
ACC52531;Aсс 52_ 5253 №1 Кронштейн Полки;3;0
ACC5258;Aсс 52_ 5258 Держ. Стакана;1;7.26
ACC5259;Aсс 52_ 5259 Мыльница;3;10.55
ACC6258;Aсс 62_ 6258 Держ. Стакана;6;12.89
ACC6658;Aсс 66_ 6658 Держ. Стакана;1;12.0
CLD-01;CLD-01 Мыльница сетчатая 195х95х35 мм;10;9.72
CLD-02;CLD-02 Полочка сетчатая угловая 170х170х35 мм;10;12.42
CLD-03;CLD-03 Полочка сетчатая для шампуней 250х100х30 мм;10;12.15
CLD-04;CLD-04 Полочка сетчатая угловая с высоким бортиком 215х215х50 мм;10;17.55
AC21152;AC 211 52 (GOLD) Угловой кран удлиннённый;1;48.5
AC21192;AC 211 92 (Old BRONZE) Угловой кран удлиннённый;1;46.6
AC34192;AC 341 92 (Old BRONZE) Угловой кран;2;40.77
AQ10151;AQ 101 51 (Хром) Смеситель для ванной с лейкой (регул держ);4;193.7
AQ22151;AQ 221 51 (Хром) Смеситель на раковину;8;110.99
AQ32151;AQ 321 51 (Хром) Смеситель для биде;1;110.99
AQ49003;AQ 490 03 (Blue/Chr) Ручки для cмесителя 221;7;29.3
AQ49007;AQ 490 07 (RED/Chr) Ручки для смесителя 221;1;29.3
AQ49009;AQ 490 09 (Green/Chr) Ручки для смесителя 221;2;29.3
AQ49078;AQ 490 78 (Wood) Ручки для смесителя 221;8;48.25
CG10151;CG 101 51 (Хром) Смеситель для ванной с лейкой (регул держ);6;160.9
CG22251;CG 222 51 (Хром) Смеситель на раковину с дон кл;10;104.43
CG32151;CG 321 51 (Хром) Смеситель для биде с дон кл;5;100.43
CN10652;CN 106 52 (GOLD) Смеситель для ванной с верхним душем;1;1058.55
CN10692;CN 106 92 (Old BRONZE) Смеситель для ванной с верхним душем;3;805.02
CN31192;CRS CN 311 92 Смеситель для биде (OLD BRONZE);1;238.3
FN15151;FN 151 51 (Хром) Смеситель для ванной с лейкой (регул держ);3;428.79
FN22051;CRS FN 220 51 (Хром) Смеситель на раковину с донным клапаном;10;243.8
FN32051;FN 320 51 (Хром) Смеситель для биде;4;228.36
FN45351;FN 453 51 (Хром) Смеситель c терм. для душа с ручным душем;3;352.19
IM11492;IM 114 92 (Old BRONZE) Встроенный смес на 2 выхода;3;0
MD10051;MD 100 51 (Хром) Смеситель для ванной с душ. гарнитуром;3;648.45
MD22051;MD 220 51 (Хром) Смеситель для раковины с донным клапаном;1;422.22
MD22751;MD 227.51 (хром) Смеситель на раковину с донным клапаном;3;422.22
MD32051;MD 320.51 (хром) Смеситель для раковины/биде с донным клапаном;2;422.22
MD32751;MD 327.51 (хром) Смеситель для раковины/биде с донным клапаном;2;422.22
MD45651;MD 456.51 (хром) Душевая система с термостатом и верхним душем;1;1111.44
PD45092;PD 450 92 (Old Bronze) Выход из стены (бронза);5;19.99
PD60051;CRISTINA PD60051 Верхний душ с кронштейном;3;280.0
PG22152;PG 221 52 (GOLD) Смеситель на раковину;2;574.28
PG32152;PG 321 52 (GOLD) Смеситель для биде;1;554.29
PG32192;PG 321 92 (Old BRONZE) Смеситель для биде;1;384.5
QD10051;CRS QD 100 51 (Хром) Смеситель для ванной с лейкой 2-х ручковый;6;454.35
QD22651;CRS QD 226 51 (Хром) Смеситель на раковину высокий нос с дон. кл.;9;299.33
QD32651;CRS QD 326 51 (Хром) Смеситель для биде 2-х ручковый;3;284.07
QD46251;QD 462 51 (Хром) Смеситель для кухни выс нос 2-х ручковый;5;282.95
QM10051;QM 100 51 (Хром) Смеситель для ванной с лейкой;4;389.07
QM52151;QM 521 51 (Хром) Смеситель для кухни выс нос;5;294.02
SZ10151;CRS SZ 101 51 (Хром) Смеситель для ванной с лейкой (регул держ);5;400.82
SZ22051;CRS SZ 220 51 (Хром) Смеситель на раковину 2-х ручковый;5;266.91
SZ22651;SZ 226 51 (Хром) Смеситель на раковину 2-х ручковый с дон кл;2;239.1
SZ32051;SZ 320 51 (Хром) Смеситель на биде 2-х ручковый;1;266.91
SZ32651;CRS SZ 326 51 (Хром) Смеситель на биде 2-х ручковый с дон кл.;1;239.1
SZ45651;SZ 456 51 (Хром) Смеситель c терм. для душа с верхним и ручным душем;1;925.05
130160;Mora Marena 13 01 60 Душевой комплект;5;40.15
130164;Mora Bionda 13 01 64 Душевой комплект;3;45.21
130185;Mora 13 01 85 Соединитель смесителя с душевой колонной;10;0
130263;Mora Marena Family 13 02 63 Душевой комплект;10;145.11
130265;Mora Classic Family 13 02 65 Душевой комплет;3;285.58
130282;Mora Bionda Family 13 02 82 Душевой комплект;10;272.73
700624;Mora 70 06 24 DC___Classik Смеситель для ванны;1;206.39
700664;Mora 70 06 64 DC Classik Смеситель для душа;3;73.4
700741;Mora 70 07 41___Classik Смеситель для раковины с pop-up;1;150.51
700742;Mora Classic 70 07 42 Смеситель для биде с pop-up;6;150.51
701706;Mora Temp 70 17 06 Смеситель для душа;3;68.14
701752;Mora Temp 70 17 52 Смеситель для кухни одноручковый;1;80.54
701780;Mora Temp 70 17 80 Смеситель для ванны;2;92.45
701900;Mora Temp 70 19 00 Смеситель для кухни утка;2;71.85
702210;Mora Cera 70 22 10 DC Смеситель для душа;5;56.45
702220;Mora Cera 70 22 20 Смеситель для раковинны с pop-up;1;59.09
702225;Mora Cera 70 22 25 Смеситель для раковины голый;2;57.38
702230;Mora Cera 70 22 30 Смеситель для биде с pop-up;4;96.23
702400;Mora Sani 70 24 00 Смеситель для ванны;10;60.43
702420;Mora Sani 70 24 20 Смеситель для раковины с pop-up;2;46.38
702442;Mora Sani 70 24 42 Смеситель для кухни одноручковый;1;54.85
702500;Mora Junior 70 25 00 Смеситель для ванны;10;50.65
702520;Mora Junior 70 25 20 Смеситель для раковины с pop-up;1;36.52
702800;Mora Izzy 70 28 00 Смеситель для кухни одноручковый;1;200.72
702810;Mora Izzy 70 28 10 Смеситель для кухни двухручковый;2;200.72
702910;Mora Merida 70 29 10 DC Термостат для душа;1;127.45
702925;Mora Merida 70 29 25 Смеситель для раковины;2;149.69
702940;Mora Merida 70 29 40 Смеситель для кухни одноручковый;2;170.64
790002;Mora I- LINE 79 00 02 Смеситель для кухни;1;156.93
790004;Mora 79 00 04 Смеситель для кухни;2;163.56
05S004НCR;Huber_KIRUNA 05. S0.04Н. CR ShowerHEAD - 15см;2;97.25
152VT01НAG;Huber_VIС 152. VT01Н. AG ДУШ_t-стат;1;1029.0
15601НCR;Huber_VIС 156. 01Н. CR См. БИДЕ;1;181.18
18401НCR;Huber_CRiosette 184.01Н. CR См. Раковина;1;193.2
25001НAG;Huber_VIС 250. 01Н. AG Термостат_ДУШ;1;268.23
25201НBA;Huber_VIС 252. 01Н. BA Термостат_ВАННА;1;306.67
25601НBA;Huber_VIС 256. 01Н. BA См. БИДЕ;1;192.94
25701HBA;Huber_VIС 257. 01Н. BA См. КУХНЯ;2;171.61
25701HCR;Huber_VIС 257. 01Н. CR См. КУХНЯ;6;102.73
28001НBA;Huber_CRiosette 280.01Н. BA Термостат_ДУШ;3;245.49
28201НBA;Huber_CRiosette 282.01Н. BA Термостат_ВАННА;4;336.47
28401НAG;Huber_CRiosette 284.01Н. AG См. Раковина;1;259.0
28401НBA;Huber_CRiosette 284.01Н. BA См. Раковина;2;251.0
28601НAG;Huber_CRiosette 286. 01Н. AG См. БИДЕ;4;169.77
28601НBA;Huber_CRiosette 286. 01Н. BA См. БИДЕ;4;167.18
28601НCR;Huber_CRiosette 286. 01Н. CR См. БИДЕ;5;121.14
28701НBA;Huber_CRiosette 287. 01Н. BA см.Кухня;3;198.8
28701НCR;Huber_CRiosette 287. 01Н. CR см.Кухня;10;109.53
6207НBA;Huber_CRiosette 62.07Н. BA ShowerSET;5;183.53
6702BAELBOW;Huber_CRiosette 67.02. BA ELBOW;10;22.0
912CS01HBA;Huber_CRiosette 912.CS01Н. BA Shower_COMPL.;1;794.0
AA15CR;Huber_VIС 254. 01Н. CR См. Раковина;3;114.47
AA33BR;Huber_VIС 62. 03Н. BA Душ.ГАРН.;1;198.59
AA33GD;Huber_VIС 62. 03Н. AG Душ.ГАРН.;4;188.92
AA39BR;Huber_VIС 67. 04. BA Elbow;10;22.0
5006;Giulia раковина 70 см;2;0
LA1001;Elba 1001 Тумба под раковина постирочную 44*52*27;8;199.33
LA302;Giglio 302 Раковина постирочная 60*60*40;1;188.32
LA609-1;Tintoretto 609/1 Раковина 65см;4;95.29
LA610-1;Raffaello 610/1 Раковина 75см.;1;117.52
LA615-1;Giotto 615/1 Раковина 85см.;1;132.6
LA653;Magritte 653 Раковина на столешницу круглая 45см;6;172.28
LA653M;Magritte LA653M Раковина на столешницу круглая 45см с отверстием под смеситель;2;154.04
NE7051R;Neo 7051R Сиденье для унитаза белое хром;1;48.53
NE7051W;Neo 7051W Сиденье для унитаза венге;1;118.14
NE7051WF;Neo 7051WF Сиденье для унитаза венге с микролифтом;2;164.74
NE7053-3;Neo 7053/3 Раковина 70см. 3 отверстия под смеситель;1;312.09
NE7054;Neo 7054 Пьедестал под раковину белый;2;198.73
PA-D6;Paolina D6 Пьедестал белый;1;190.76
PA5011BR;Paolina 5011BR Фурнитура для бачка (бронза);3;47.2
PA5011OR;Paolina 5011OR Фурнитура для бачка (золото);2;47.79
PA70010;Paolina 70010 Бачок для унитаза с высокой трубой;5;147.02
PA7002;Paolina 7002 Унитаз пристенный под верхний бачок (горизонтальный выход);8;197.46
PA7003;Paolina 7003 Бачок для унитаза с низкой трубой;4;147.02
PA7004BR;Paolina 7004BR Фурнитура для бачка с низкой трубой (бронза);1;116.77
PA7004OR;Paolina 7004OR Фурнитура для бачка с низкой трубой (золото);1;126.49
